ï»¿"","Conta Contábil","Data","Fornecedor","Valor","Histórico"
"","IRRF s/ Outros Rendimentos","17/02/2020","14.930.757/0001-99 - SETE CONSTRUCOES EIRELI","R$1.981,90","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NAS OBRAS DE IMPLANTAÇÃO E/OU RECUPERAÇÃO DE 58,30KM DE ESTRADAS VICINAIS DE ACESSO AOS ASSENTAMENTOS BEIRA RIO, GRAVATÁ, GUANABARA, UMBURANA DA SERRA, PÉ DE SERRA, MARIMBÁ, MUNDO NOVO, AMAZONAS E SANTA LUZIA, ALÉM DE POVOADOS LOCALIZADOS AO LONGO DOS TRECHOS NO MUNICÍPIO DE TUCANO –BAHIA, INCLUINDO MATERIAIS E MÃO DE OBRA, CONFORME 2º ADITIVO DA CONCORRENCIA Nº 001/2018 E CONTRATO Nº 115/2018, CONFORME BOLETIM DE MEDIÇÃO Nº 04."
"","IRRF s/ os Rendimentos do Trabalho","17/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$295,03","LIQUIDADO PARA PAGAMENTO A DESPESA COM FOLHA DO 13º SALARIO DO SERVIDOR PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, REF. JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","17/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$623,50","LIQUIDADO PARA PAGAMENTO A DESPESA COM FOLHA DO 13º SALARIO DO SERVIDOR PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, REF. JANEIRO DE 2020."
"","INSS - Retenções s/ Remuneração de Servidores","17/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$112,13","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE O MÊS JANEIRO DE 2020."
"","INSS - Retenções s/ Serviços de Terceiros","17/02/2020","14.930.757/0001-99 - SETE CONSTRUCOES EIRELI","R$7.266,98","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NAS OBRAS DE IMPLANTAÇÃO E/OU RECUPERAÇÃO DE 58,30KM DE ESTRADAS VICINAIS DE ACESSO AOS ASSENTAMENTOS BEIRA RIO, GRAVATÁ, GUANABARA, UMBURANA DA SERRA, PÉ DE SERRA, MARIMBÁ, MUNDO NOVO, AMAZONAS E SANTA LUZIA, ALÉM DE POVOADOS LOCALIZADOS AO LONGO DOS TRECHOS NO MUNICÍPIO DE TUCANO –BAHIA, INCLUINDO MATERIAIS E MÃO DE OBRA, CONFORME 2º ADITIVO DA CONCORRENCIA Nº 001/2018 E CONTRATO Nº 115/2018, CONFORME BOLETIM DE MEDIÇÃO Nº 04."
"","ISS a Recolher","17/02/2020","11.308.471/0001-88 - PL SONORIZACAO PRODUCOES E EVENTOS LTDA","R$678,96","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE PRODUÇÃO, GERENCIAMENTO E EXECUÇÃO DA JORNADA PEDAGÓGICA 2020, A SER REALIZADA NOS DIAS 03/02 A 07/0/2020, CONFORME DISPENSA Nº 017/2020 E CONTRATO Nº 022/2020."
"","ISS a Recolher","17/02/2020","25.213.068/0001-80 - GESTCON ASSESSORIA E CONSULTORIA PUBLICA LTDA - ME","R$217,50","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADO NA CONSULTORIA E ASSESSORIA ADMINISTRATIVA EM GESTÃO PÚBLICA MUNICIPAL NAS ÁREAS DE LICITAÇÕES E CONTRATOS PÚBLICOS PARA ATENDER A SECRETARIA MUNICIPAL DE EDUCAÇÃO, CONFORME 2º ADITIVO DA  INEXIGIBILIDADE Nº 001/2017 E CONTRATO Nº 004/2017. REF. DEZEMBRO DE 2019"
"","ISS a Recolher","17/02/2020","25.213.068/0001-80 - GESTCON ASSESSORIA E CONSULTORIA PUBLICA LTDA - ME","R$217,50","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADO NA CONSULTORIA E ASSESSORIA ADMINISTRATIVA EM GESTÃO PÚBLICA MUNICIPAL NAS ÁREAS DE LICITAÇÕES E CONTRATOS PÚBLICOS PARA ATENDER A SECRETARIA MUNICIPAL DE EDUCAÇÃO, CONFORME 2º ADITIVO DA  INEXIGIBILIDADE Nº 001/2017 E CONTRATO Nº 004/2017. REF. NOVEMBRO DE 2019"
"","INSS - Retenções s/ Remuneração de Servidores","17/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$32,06","LIQUIDADO PARA PAGAMENTO A DESPESAS COM FOLHA COMPLEMENTAR DOS SERVIDORES PÚBLICO MUNICIPAL CONTRATADOS LOTADOS NA SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE O MÊS JANEIRO DE 2020."
"","ISS a Recolher","14/02/2020","25.213.068/0001-80 - GESTCON ASSESSORIA E CONSULTORIA PUBLICA LTDA - ME","R$217,50","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADO NA CONSULTORIA E ASSESSORIA ADMINISTRATIVA EM GESTÃO PÚBLICA MUNICIPAL NAS ÁREAS DE LICITAÇÕES E CONTRATOS PÚBLICOS PARA ATENDER A FUNDO MUNICIPAL DE SAÚDE, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 001/2017 E CONTRATO Nº 004/2017, REF. OS MÊS DE DEZEMBRO DE 2019."
"","ISS a Recolher","14/02/2020","25.213.068/0001-80 - GESTCON ASSESSORIA E CONSULTORIA PUBLICA LTDA - ME","R$217,50","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADO NA CONSULTORIA E ASSESSORIA ADMINISTRATIVA EM GESTÃO PÚBLICA MUNICIPAL NAS ÁREAS DE LICITAÇÕES E CONTRATOS PÚBLICOS PARA ATENDER A FUNDO MUNICIPAL DE SAÚDE, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 001/2017 E CONTRATO Nº 004/2017, REF. OS MÊS DE NOVEMBRO DE 2019."
"","ISS a Recolher","14/02/2020","04.442.819/0001-60 - JSS CONSTRUCOES LTDA - ME","R$2.995,64","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO, REQUALIFICAÇÃO E URBANIZAÇÃO DA PRAÇA FLORÊNCIO DOS SANTOS, CENTRO, INCLUINDO CONSTRUÇÃO DE QUIOSQUE E IMPLANTAÇÃO DE ILUMINAÇÃO CÊNICA, CONFORME TOMANDA DE PREÇO Nº 005/2019 E CONTRATO Nº 185/2019, CONFORME PLANILHA DE MEDIÇÃO Nº 2."
"","ISS a Recolher","14/02/2020","15.774.051/0001-48 - VILLA RICA MULTI SERVICOS LTDA - ME","R$429,80","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO E CONSERVAÇÃO DE JARDINS E ÁREAS VERDES DO MUNICIPIO, JUNTO À SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME 2º ADITIVO DO PREGÃO PRESENCIAL Nº 032/2017 E CONTRATO Nº 211/2017. CONFORME MEDIÇÃO N° 30. PERIODO 02/01/2020 A 31/01/2020."
"","ISS a Recolher","14/02/2020","08.833.656/0001-05 - NEOLUZ PROJETOS E ENGENHARIA LTDA - EPP","R$1.010,85","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA EXECUSÃO. EFICIENTIZAÇÃO, FORNECIMENTO DE MATERIAIS, GESTÃO, MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA E CADASTRAMENTO GEOREFERENCIADO DOS PONTOS  DE ILUMINAÇÃO PÚBLICA, CONFORME 1º ADITIVO DO PREGÃO Nº 001/2018 E CONTRATO Nº 027/2018,"
"","ISS a Recolher","14/02/2020","04.442.819/0001-60 - JSS CONSTRUCOES LTDA - ME","R$582,05","LIQUIDADO PARA PGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA NA REFORMA E ADEQUAÇÃO DO EDIFICO PÚBLICO PARA IMPLANTAÇÃO DO PONTO DE ATENDIMENTO AO CIDADÃO SAC (SERVIÇOS DE ATENDIMENTO AO CIDADÃO) NO MUNICIPIO DE TUCANO/BA, CONFORME TOMADA DE PREÇO Nº 002/2019 E CONTRATO Nº 155/2019, CONFORME PLANILHA DE MEDIÇÃO Nº 3."
"","ISS a Recolher","13/02/2020","18.997.075/0001-54 - DIEGO BAHIA BITENCOURT - ME","R$153,45","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE CESSÃO DE LICENÇA DE USO DE SOFTWARE PARA CONTROLE, FISCALIZAÇÃO E GERENCIAMENTO DE IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN, PARA ATENDER AS DEMANDAS DA SECRETARIA FINANÇAS, CONFORME 1º ADITIVO DO CONVITE Nº 005/2018 E CONTRATO Nº 147/2018, REF. MÊS JANEIRO."
"","ISS a Recolher","13/02/2020","07.777.028/0001-89 - SIMONE MORAES DA SILVA - ME","R$63,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE CESSÃO DE USO DE SISTEMA DE GERENCIAMENTO DE TRIBUTOS MUNICIPAIS E MODULOS ITIV E FISCALIAZAÇÃO, RECUPERAÇÃO E MIGRAÇÃO DO BANCOS DE DADOS, IMPLANTAÇÃO, TREINAMENTO E QUALIFICAÇÃO DE FUNCIONÁRIOS, CONFORME 1º ADITIVO DO CONVITE Nº 007/2018 E COTRATO Nº 151/2018, REF. MÊS JANEIRO."
"","ISS a Recolher","13/02/2020","08.833.724/0001-28 - META GESTAO PUBLICA LTDA","R$60,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA E ASSESSORIA PREVIDENCIÁRIA DE SERVIÇOS TÉCNICOS ESPECIALIZADO PERANTE A UNIÃO E MANUTENÇÃO DA CERTIDÃO DE REGULARIDADE FISCAL, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 016/2017 E CONTRATO Nº 222/2017, REF. JANEIRO."
"","ISS a Recolher","13/02/2020","32.190.643/0001-31 - APPLIED SERVICOS DE ESCRITORIO LTDA","R$112,50","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE DIGITAÇÃO INSERÇÃO E INDEXAÇÃO DE DOCUMENTOS ADMINISTRATIVO PARA ENCAMINHAMENTO PARA O TRIBUNAL DE CONTA DOS MUNICIPIOS (E-TCM), CONFORME CONVITE Nº 003/2019 E CONTRATO Nº 038/2019, REF. JANEIRO."
"","ISS a Recolher","13/02/2020","10.442.698/0001-59 - IBDM MODERNIZACAO, ASSESSORIA E CONSULTORIA LTDA","R$276,74","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE PUBLICAÇÃO DE ATOS OFICIAIS EM JORNAL DIÁRIO DE GRANDE CIRCULAÇÃO NO ESTADO DA BAHIA E NO DIÁRIO OFICIAL DA UNIÃO E LOCAÇÃO DE SISTEMA PARA ATENDER A LEI DE ACESSO A INFORMAÇÃO DO DIÁRIO OFICIAL DO MUNICIPIO, CONFORME PREGÃO Nº 027/2019 E CONTRATO Nº 132/2019, REF. JANEIRO."
"","ISS a Recolher","13/02/2020","07.661.906/0001-04 - AGÊNCIA COMUNICAÇÃO LTDA - ME","R$50,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE PUBLICIDADE, DE CARÁTER EDUCATIVO, INFORMATIVO E DE ORIENTAÇÃO SOCIAL, PARA ATENDER AS NECESSIDADES DO GABINETE DO PREFEITO, CONFORME 2ª ADITIVO DA TOMADA DE PREÇO Nº 001/2017 E CONTRATO Nº 199/2017, REF. MÊS JANEIRO."
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$2.546,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME 2º ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017. REF. NOVEMBRO E DEZEMBRO DE 2019"
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$500,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME 2º ADITIVO DO PREGÃO Nº 009/2017 E CONTRATO Nº 162/2017, REF. MÊS JANEIRO DE 2020."
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$416,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, CONFORME 2ª ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017. REF.  NOVEMBRO E DEZEMBRO DE 2019"
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$200,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL SEGURANÇA E ORDEM PÛBLICA, CONFORME 2ª ADITIVO DO PREGÃO Nº 009/2017 E CONTRATO Nº 162/2017, REF. MÊS DEZEMBRO DE 2019."
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$200,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL SEGURANÇA E ORDEM PÛBLICA, CONFORME 2ª ADITIVO DO PREGÃO Nº 009/2017 E CONTRATO Nº 162/2017REF. MÊS JANEIRO DE 2020."
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$200,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DO GABINETE DO PREFEITO , CONFORME 2ª ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017. REF. DEZEMBRO DE 2019"
"","ISS a Recolher","13/02/2020","18.410.298/0001-73 - ADNA CABRAL DE JESUS - ME","R$25,60","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA MANUTENÇÃO PREVENTIVA E CORRETIVA DOS VEICULOS DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS, CONFORME PREGÃO Nº 014/2019 E CONTRATO Nº 081/2019."
"","IRRF s/ Outros Rendimentos","13/02/2020","07.602.453/0001-37 - GRADUS ASSESSORIA E CONSULTORIA CONTABIL SOCIEDADE SIMPLES","R$337,84","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA CONTÁBIL PARA ADMINISTRAÇÃO PÚBLICA ASSIM COMO PLANEJAMENTO, ORÇAMENTO E GESTÃO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE FINANÇAS, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 003/2017 E CONTRATO Nº 011/2017. REF. DEZEMBRO DE 2019"
"","IRRF s/ Outros Rendimentos","13/02/2020","07.602.453/0001-37 - GRADUS ASSESSORIA E CONSULTORIA CONTABIL SOCIEDADE SIMPLES","R$337,84","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA CONTÁBIL PARA ADMINISTRAÇÃO PÚBLICA ASSIM COMO PLANEJAMENTO, ORÇAMENTO E GESTÃO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE FINANÇAS, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 003/2017 E CONTRATO Nº 011/2017. REF. NOVEMBRO DE 2019"
"","INSS - Retenções s/ Remuneração de Servidores","13/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$99,60","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS E FOLHA COMPLEMENTAR DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, REF. MÊS JANEIRO DE 2020."
"","ISS a Recolher","13/02/2020","13.809.240/0001-83 - HUGO ARAUJO ALMEIDA LABORATORIOS - ME","R$115,66","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE LABORATÓRIO DE ANÁLISE CLINICA  A SEREM REALIZADOS EM CLINICA PRÓPRIA PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME PREGÃO Nº 038/2019 E CONTRATO Nº 190/2019, REF. MÊS JANEIRO."
"","ISS a Recolher","13/02/2020","07.356.204/0001-09 - ARMO INDUSTRIAS GRAFICAS LTDA - ME","R$1.194,72","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA CONFECÇÕES DE MATERIAIS GRÁFICOS PARA ATENDER AS NECESSIDADES DAS ESCOLAS MUNICIPAIS E DA  SECRETARIA MUNICIPAL DE EDUCAÇÃO, CONFORME PREGÃO Nº 002/2020 E CONTRATO Nº 031/2020."
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$120,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL EDUCAÇÃO, CONFORME 2º ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017. REF. NOVEMBRO E DEZEMBRO DE 2019"
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$502,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL SAÚDE, CONFORME 2º ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017. REF. SETEMBRO, OUTUBRO, NOVEMBRO E DEZEMBRO DE 2019"
"","ISS a Recolher","13/02/2020","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$150,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES NA MANUTENÇÃO DO DEPTO ENSINO FUNDAMENTAL, CONFORME 2º ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017. REF. DEZEMBRO DE 2019"
"","ISS a Recolher","13/02/2020","18.410.298/0001-73 - ADNA CABRAL DE JESUS - ME","R$22,80","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA MANUTENÇÃO PREVENTIVA E CORRETIVA DOS VEICULOS DA SECRETARIA MUNICIPAL DE ASSITÊNCIA SOCIAL, CONFORME PREGÃO Nº 014/2019 E CONTRATO Nº 081/2019."
"","ISS a Recolher","13/02/2020","18.410.298/0001-73 - ADNA CABRAL DE JESUS - ME","R$62,20","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA MANUTENÇÃO PREVENTIVA E CORRETIVA DOS VEICULOS DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME PREGÃO Nº 014/2019 E CONTRATO Nº 081/2019."
"","INSS - Retenções s/ Remuneração de Servidores","13/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$84,52","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL CONTRATADOS LOTADOS NA SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE O MÊS JANEIRO DE 2020."
"","ISS a Recolher","12/02/2020","13.012.277/0001-86 - JORGE SOUZA DOS SANTOS DE TUCANO - ME","R$10,00","DESPESAS DE EXERCÍCIO ANTERIOR REFERENTE AO FORNECIMENTOS DE URNAS MORTUÁRIA VISANDO ATENDER AS FAMILIAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, ASSITIDOS PELO PROGRAMA DE BENEFÍCIOS EVENTUAIS DA SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, CONFORME DISPENSA Nº 050/2019 E CONTRATO Nº 131/2019."
"","ISS a Recolher","12/02/2020","20.555.288/0001-78 - ELIZIARIO PEDRO DE CARVALHO - ME","R$14,90","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE BORRACHARIA EM GERAL VISANDO ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME DISPENSA Nº 072/2019 E CONTRATO Nº 161/2019."
"","ISS a Recolher","12/02/2020","13.809.240/0001-83 - HUGO ARAUJO ALMEIDA LABORATORIOS - ME","R$76,32","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE EXAMES LABORATÓRIAIS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME DISPENSA Nº 076/2019 E CONTRATO Nº 163/2019, REF. O MÊS DE DEZEMBRO DE 2019."
"","ISS a Recolher","12/02/2020","13.809.240/0001-83 - HUGO ARAUJO ALMEIDA LABORATORIOS - ME","R$92,61","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE EXAMES LABORATÓRIAIS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME DISPENSA Nº 076/2019 E CONTRATO Nº 163/2019, REF. O MÊS DE NOVEMBRO DE 2019."
"","ISS a Recolher","12/02/2020","05.345.052/0001-13 - R. M. PECAS DIESEL LTDA","R$73,56","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA MANUTENÇÃO PREVENTIVA E CORRETIVA DO VEICULO AUTOMOTORES PESADO DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME PREGÃO Nº 028/2019 E CONTRATO Nº 143/2019."
"","INSS - Retenções s/ Remuneração de Servidores","12/02/2020","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$80,34","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS E FOLHA COMPLEMENTAR DOS SERVIDORES PÚBLICO MUNICIPAL CONTRATADOS LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ Outros Rendimentos","12/02/2020","08.537.633/0001-45 - LOBO & FERRAZ ADVOGADOS ASSOCIADOS","R$187,49","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ADVOCATÍCOS NA ÁREA DE DIREITO PÚBLICO, VISANDO O ASSESSORAMENTO E CONSULTORIA JURÍDICO-ADMINISTRATIVO EM DIREITO CONSTITUCIONAL, ADMINISTRATIVO E FINANCEIRO, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 002/2017 E CONTRATO Nº 009/2017, REF. O MÊS DEZEMBRO DE 2019."
"","IRRF s/ Outros Rendimentos","12/02/2020","08.537.633/0001-45 - LOBO & FERRAZ ADVOGADOS ASSOCIADOS","R$187,49","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS ADVOCATÍCOS NA ÁREA DE DIREITO PÚBLICO, VISANDO O ASSESSORAMENTO E CONSULTORIA JURÍDICO-ADMINISTRATIVO EM DIREITO CONSTITUCIONAL, ADMINISTRATIVO E FINANCEIRO, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 002/2017 E CONTRATO Nº 009/2017, REF. O MÊS NOVEMBRO DE 2019."
"","ISS a Recolher","12/02/2020","18.997.075/0001-54 - DIEGO BAHIA BITENCOURT - ME","R$153,45","LIQUIADDO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE CESSÃO DE LICENÇA DE USO DE SOFTWARE PARA CONTROLE, FISCALIZAÇÃO E GERENCIAMENTO DE IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN, PARA ATENDER AS DEMANDAS DA SECRETARIA FINANÇAS, CONFORME 1º ADITIVO DO CONVITE Nº 005/2018 E CONTRATO Nº 147/2018. REF. DEZEMBRO DE 2019"
"","ISS a Recolher","12/02/2020","08.833.724/0001-28 - META GESTAO PUBLICA LTDA","R$60,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA E ASSESSORIA PREVIDENCIÁRIA DE SERVIÇOS TÉCNICOS ESPECIALIZADO PERANTE A UNIÃO E MANUTENÇÃO DA CERTIDÃO DE REGULARIDADE FISCAL, CONFORME 2º ADITIVO DA INEXIGIBILIDADE Nº 016/2017 E CONTRATO Nº 222/2017. REF. DEZEMBRO DE 2019."
"","ISS a Recolher","12/02/2020","10.442.698/0001-59 - IBDM MODERNIZACAO, ASSESSORIA E CONSULTORIA LTDA","R$97,49","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE PUBLICAÇÃO DE ATOS OFICIAIS EM JORNAL DIÁRIO DE GRANDE CIRCULAÇÃO NO ESTADO DA BAHIA E NO DIÁRIO OFICIAL DA UNIÃO E LOCAÇÃO DE SISTEMA PARA ATENDER A LEI DE ACESSO A INFORMAÇÃO DO DIÁRIO OFICIAL DO MUNICIPIO, CONFORME PREGÃO Nº 027/2019 E CONTRATO Nº 132/2019. REF. DEZEMBRO DE 2019"
